id,class
731,2
732,0
733,3
734,1
735,3
736,1
737,0
738,2
739,4
740,3
741,0
742,1
743,2
744,4
745,1
746,4
747,3
748,2
749,0
750,4
751,1
752,3
753,0
754,2
755,4
756,0
757,3
758,2
759,1
760,2
761,1
762,2
763,0
764,3
765,3
766,0
767,4
768,1
769,2
770,2
771,3
772,4
773,1
774,0
775,0
776,4
777,1
778,3
779,2
780,1
781,0
782,4
783,3
784,2
785,2
786,3
787,0
788,1
789,4
790,1
791,2
792,3
793,4
794,0
795,0
796,4
797,2
798,0
799,4
800,1
801,4
802,3
803,0
804,2
805,1
806,3
807,4
808,0
809,0
810,1
811,3
812,4
813,0
814,2
815,3
816,4
817,1
818,0
819,2
820,1
821,3
822,0
823,4
824,2
825,0
826,0
827,1
828,4
829,4
830,0
831,3
832,4
833,1
834,2
835,1
836,4
837,3
838,2
839,2
840,3
841,4
842,2
843,0
844,1
845,2
846,4
847,1
848,3
849,0
850,3
851,2
852,1
853,4
854,0
855,2
856,4
857,3
858,0
859,1
860,4
861,1
862,0
863,2
864,3
865,3
866,1
867,4
868,2
869,0
870,3
871,4
872,1
873,2
874,0
875,4
876,3
877,0
878,2
879,1
880,4
881,1
882,3
883,0
884,2
885,0
886,4
887,3
888,2
889,1
890,0
891,1
892,4
893,3
894,2
895,1
896,1
897,4
898,0
899,3
900,3
901,4
902,0
903,2
904,1
905,3
906,2
907,0
908,4
909,1
910,0
911,3
912,1
913,4
914,2
915,1
916,2
917,4
918,3
919,0
920,4
921,0
922,3
923,3
924,1
925,2
926,0
927,4
928,3
929,1
930,2
931,4
932,3
933,0
934,1
935,0
936,1
937,0
938,4
939,2
940,2
941,3
942,1
943,4
944,0
945,0
946,1
947,3
948,4
949,2
950,4
951,3
952,2
953,1
954,0
955,1
956,2
957,0
958,3
959,2
960,1
961,3
962,4
963,2
964,1
965,4
966,3
967,1
968,2
969,4
970,4
971,0
972,2
973,3
974,1
975,3
976,4
977,1
978,2
979,0
980,1
981,4
982,3
983,0
984,2
985,0
986,1
987,2
988,4
989,3
990,4
991,2
992,0
993,1
994,3
995,1
996,0
997,4
998,2
999,3
1000,3
1001,1
1002,4
1003,2
1004,0
1005,3
1006,4
1007,0
1008,2
1009,1
1010,3
1011,2
1012,4
1013,1
1014,3
1015,2
1016,3
1017,0
1018,4
1019,1
1020,2
1021,0
1022,1
1023,3
1024,4
1025,2
1026,4
1027,3
1028,1
1029,0
1030,2
1031,2
1032,3
1033,0
1034,4
1035,0
1036,3
1037,2
1038,1
1039,4
1040,2
1041,3
1042,4
1043,4
1044,0
1045,2
1046,0
1047,4
1048,1
1049,3
1050,4
1051,0
1052,3
1053,2
1054,4
1055,3
1056,4
1057,2
1058,1
1059,0
1060,3
1061,2
1062,4
1063,1
1064,0
1065,1
1066,3
1067,0
1068,2
1069,1
1070,2
1071,1
1072,3
1073,2
1074,0
1075,3
1076,2
1077,4
1078,0
1079,1
1080,1
1081,0
1082,3
1083,2
1084,4
1085,2
1086,3
1087,0
1088,1
1089,4
1090,3
1091,4
1092,0
1093,2
1094,1
1095,0
1096,4
1097,2
1098,1
1099,3
1100,4
1101,3
1102,0
1103,2
1104,1
1105,0
1106,4
1107,2
1108,1
1109,3
1110,4
1111,2
1112,1
1113,3
1114,0
1115,3
1116,1
1117,2
1118,4
1119,0
1120,2
1121,3
1122,4
1123,1
1124,0
1125,1
1126,3
1127,0
1128,4
1129,2
1130,2
1131,4
1132,0
1133,1
1134,3
1135,4
1136,1
1137,3
1138,2
1139,0
1140,4
1141,1
1142,0
1143,3
1144,2
1145,4
1146,2
1147,3
1148,0
1149,1
1150,3
1151,1
1152,0
1153,4
1154,2
1155,3
1156,4
1157,2
1158,1
1159,0
1160,2
1161,3
1162,4
1163,0
1164,1
1165,3
1166,0
1167,4
1168,1
1169,2
1170,1
1171,0
1172,2
1173,4
1174,3
1175,4
1176,3
1177,0
1178,1
1179,2
1180,4
1181,3
1182,1
1183,2
1184,0
1185,1
1186,2
1187,3
1188,4
1189,0
1190,1
1191,0
1192,3
1193,4
1194,2
1195,2
1196,3
1197,1
1198,0
1199,4
1200,1
1201,4
1202,3
1203,4
1204,0
1205,0
1206,1
1207,3
1208,4
1209,2
1210,4
1211,2
1212,3
1213,1
1214,0
1215,2
1216,0
1217,3
1218,1
1219,4
1220,3
1221,2
1222,0
1223,4
1224,1
1225,4
1226,0
1227,2
1228,1
1229,3
1230,2
1231,3
1232,1
1233,1
1234,4
1235,0
1236,4
1237,2
1238,3
1239,1
1240,3
1241,1
1242,2
1243,0
1244,4
1245,0
1246,1
1247,4
1248,2
1249,3
1250,2
1251,0
1252,3
1253,0
1254,2
1255,2
1256,4
1257,0
1258,1
1259,3
1260,0
1261,2
1262,4
1263,3
1264,1
1265,1
1266,2
1267,4
1268,0
1269,3
1270,4
1271,3
1272,1
1273,2
1274,0
1275,3
1276,0
1277,4
1278,1
1279,2
1280,2
1281,0
1282,1
1283,3
1284,4
1285,2
1286,1
1287,4
1288,0
1289,1
1290,2
1291,1
1292,3
1293,4
1294,0
1295,3
1296,4
1297,2
1298,0
1299,1
1300,3
1301,1
1302,4
1303,2
1304,0
1305,2
1306,1
1307,4
1308,0
1309,3
1310,4
1311,0
1312,2
1313,1
1314,3
1315,2
1316,3
1317,1
1318,0
1319,4
1320,4
1321,0
1322,2
1323,3
1324,1
1325,2
1326,4
1327,3
1328,1
1329,0
1330,0
1331,4
1332,2
1333,1
1334,3
1335,4
1336,2
1337,3
1338,0
1339,1
1340,0
1341,1
1342,0
1343,3
1344,2
1345,3
1346,1
1347,0
1348,2
1349,4
1350,3
1351,2
1352,0
1353,4
1354,1
1355,3
1356,0
1357,2
1358,4
1359,1
1360,1
1361,4
1362,2
1363,0
1364,3
1365,0
1366,0
1367,2
1368,1
1369,3
1370,3
1371,1
1372,0
1373,4
1374,2
1375,2
1376,3
1377,1
1378,4
1379,0
1380,0
1381,4
1382,2
1383,3
1384,1
1385,3
1386,1
1387,2
1388,4
1389,0
1390,2
1391,3
1392,4
1393,1
1394,0
1395,1
1396,2
1397,3
1398,4
1399,0
1400,2
1401,4
1402,3
1403,0
1404,1
1405,3
1406,4
1407,1
1408,0
1409,0
1410,4
1411,0
1412,3
1413,1
1414,2
1415,3
1416,2
1417,0
1418,4
1419,1
1420,1
1421,4
1422,2
1423,4
1424,0
1425,2
1426,0
1427,1
1428,4
1429,3
1430,1
1431,0
1432,4
1433,3
1434,0
1435,3
1436,3
1437,1
1438,4
1439,2
1440,1
1441,3
1442,4
1443,2
1444,0
1445,4
1446,1
1447,1
1448,1
1449,3
1450,0
1451,3
1452,2
1453,4
1454,1
1455,2
1456,4
1457,1
1458,2
1459,3
1460,4
1461,1
1462,2
1463,3
1464,0
1465,0
1466,1
1467,3
1468,4
1469,2
1470,3
1471,1
1472,4
1473,0
1474,2
1475,0
1476,2
1477,4
1478,2
1479,3
1480,1
1481,3
1482,2
1483,4
1484,0
1485,1
1486,4
1487,3
1488,0
1489,2
1490,4
1491,1
1492,1
1493,3
1494,0
1495,1
1496,4
1497,3
1498,2
1499,0
1500,0
1501,2
1502,3
1503,4
1504,1
1505,4
1506,0
1507,1
1508,2
1509,3
1510,4
1511,1
1512,0
1513,2
1514,3
1515,1
1516,0
1517,3
1518,2
1519,4
1520,1
1521,2
1522,2
1523,0
1524,3
1525,0
1526,2
1527,0
1528,4
1529,1
1530,0
1531,4
1532,2
1533,2
1534,1
1535,0
1536,4
1537,1
1538,3
1539,2
1540,1
1541,0
1542,4
1543,3
1544,2
1545,2
1546,4
1547,0
1548,3
1549,1
1550,1
1551,3
1552,2
1553,4
1554,0
1555,2
1556,4
1557,1
1558,0
1559,1
1560,1
1561,4
1562,2
1563,0
1564,3
1565,4
1566,3
1567,2
1568,0
1569,1
1570,3
1571,1
1572,4
1573,0
1574,4
1575,2
1576,4
1577,1
1578,3
1579,0
1580,3
1581,4
1582,0
1583,1
1584,2
1585,1
1586,2
1587,1
1588,3
1589,0
1590,3
1591,1
1592,4
1593,2
1594,0
1595,2
1596,4
1597,3
1598,0
1599,1
1600,0
1601,4
1602,2
1603,3
1604,1
1605,0
1606,4
1607,2
1608,1
1609,3
1610,3
1611,0
1612,1
1613,4
1614,2
1615,0
1616,4
1617,3
1618,1
1619,2
1620,1
1621,2
1622,4
1623,0
1624,3
1625,0
1626,4
1627,2
1628,1
1629,3
1630,2
1631,4
1632,1
1633,3
1634,0
1635,3
1636,0
1637,4
1638,2
1639,1
1640,0
1641,3
1642,4
1643,1
1644,2
1645,3
1646,2
1647,1
1648,0
1649,4
1650,4
1651,2
1652,1
1653,0
1654,3
1655,1
1656,0
1657,3
1658,4
1659,2
1660,0
1661,2
1662,1
1663,4
1664,3
1665,3
1666,4
1667,0
1668,1
1669,2
1670,2
1671,3
1672,1
1673,0
1674,4
1675,1
1676,2
1677,4
1678,0
1679,3
1680,3
1681,0
1682,1
1683,4
1684,2
1685,3
1686,1
1687,2
1688,4
1689,0
1690,0
1691,1
1692,4
1693,2
1694,3
1695,2
1696,1
1697,1
1698,0
1699,3
1700,3
1701,4
1702,2
1703,1
1704,0
1705,1
1706,0
1707,0
1708,2
1709,2
1710,2
1711,1
1712,4
1713,3
1714,0
1715,4
1716,3
1717,2
1718,0
1719,1
1720,0
1721,3
1722,2
1723,3
1724,1
1725,0
1726,3
1727,4
1728,2
1729,1
1730,3
1731,0
1732,4
1733,2
1734,1
1735,2
1736,1
1737,4
1738,0
1739,3
1740,1
1741,0
1742,4
1743,4
1744,3
1745,1
1746,0
1747,2
1748,4
1749,3
1750,2
1751,0
1752,3
1753,1
1754,4
1755,0
1756,1
1757,4
1758,3
1759,2
1760,4
1761,2
1762,1
1763,3
1764,0
1765,3
1766,4
1767,2
1768,0
1769,1
1770,2
1771,0
1772,4
1773,2
1774,3
1775,2
1776,0
1777,1
1778,3
1779,4
1780,2
1781,4
1782,1
1783,3
1784,4
1785,3
1786,1
1787,3
1788,0
1789,4
1790,3
1791,1
1792,4
1793,2
1794,0
1795,3
1796,2
1797,0
1798,4
1799,1
1800,0
1801,2
1802,4
1803,1
1804,0
1805,0
1806,2
1807,1
1808,4
1809,3
1810,2
1811,1
1812,3
1813,0
1814,4
1815,4
1816,3
1817,0
1818,2
1819,1
1820,0
1821,4
1822,3
1823,1
1824,2
1825,0
1826,4
1827,2
1828,1
1829,3
1830,3
1831,1
1832,0
1833,2
1834,1
1835,3
1836,4
1837,2
1838,1
1839,0
1840,4
1841,1
1842,0
1843,3
1844,2
1845,0
1846,2
1847,3
1848,1
1849,4
1850,4
1851,1
1852,2
1853,0
1854,3
1855,1
1856,2
1857,3
1858,4
1859,0
1860,2
1861,4
1862,1
1863,0
1864,3
1865,0
1866,4
1867,3
1868,1
1869,2
1870,3
1871,4
1872,2
1873,1
1874,0
1875,2
1876,3
1877,0
1878,4
1879,1
1880,1
1881,3
1882,1
1883,2
1884,0
1885,0
1886,4
1887,2
1888,1
1889,3
1890,4
1891,0
1892,2
1893,1
1894,4
1895,1
1896,4
1897,0
1898,3
1899,2
1900,3
1901,1
1902,0
1903,4
1904,4
1905,1
1906,2
1907,3
1908,0
1909,4
1910,2
1911,1
1912,0
1913,4
1914,3
1915,2
1916,3
1917,4
1918,0
1919,1
1920,3
1921,1
1922,2
1923,0
1924,4
1925,1
1926,0
1927,4
1928,3
1929,2
1930,4
1931,3
1932,0
1933,1
1934,2
1935,3
1936,2
1937,0
1938,0
1939,4
1940,2
1941,4
1942,1
1943,3
1944,0
1945,4
1946,1
1947,0
1948,0
1949,2
1950,0
1951,3
1952,2
1953,4
1954,1
1955,1
1956,2
1957,3
1958,4
1959,0
1960,2
1961,0
1962,4
1963,1
1964,3
1965,2
1966,4
1967,3
1968,0
1969,1
1970,4
1971,3
1972,0
1973,0
1974,2
1975,1
1976,0
1977,2
1978,3
1979,4
1980,4
1981,0
1982,2
1983,1
1984,3
1985,0
1986,3
1987,2
1988,1
1989,4
1990,2
1991,4
1992,1
1993,3
1994,0
1995,3
1996,4
1997,1
1998,0
1999,2
2000,0
2001,2
2002,1
2003,4
2004,3
2005,2
2006,3
2007,1
2008,0
2009,4
2010,2
2011,0
2012,3
2013,3
2014,2
2015,2
2016,4
2017,0
2018,3
2019,1
2020,3
2021,4
2022,2
2023,0
2024,1
2025,1
2026,0
2027,3
2028,4
2029,2
2030,2
2031,2
2032,1
2033,4
2034,0
2035,2
2036,1
2037,4
2038,0
2039,3
2040,4
2041,0
2042,2
2043,3
2044,1
2045,4
2046,3
2047,1
2048,0
2049,2
2050,4
2051,0
2052,1
2053,4
2054,3
2055,4
2056,2
2057,0
2058,3
2059,1
2060,2
2061,3
2062,0
2063,1
2064,4
2065,1
2066,2
2067,3
2068,0
2069,4
2070,2
2071,0
2072,4
2073,3
2074,1
2075,1
2076,3
2077,4
2078,0
2079,2
2080,2
2081,1
2082,0
2083,4
2084,3
2085,0
2086,4
2087,1
2088,2
2089,3
2090,3
2091,4
2092,1
2093,0
2094,1
2095,4
2096,2
2097,1
2098,3
2099,2
2100,3
2101,2
2102,0
2103,1
2104,4
2105,4
2106,1
2107,2
2108,0
2109,0
2110,4
2111,1
2112,2
2113,3
2114,0
2115,4
2116,0
2117,2
2118,1
2119,3
2120,4
2121,0
2122,1
2123,2
2124,3
2125,3
2126,1
2127,2
2128,0
2129,4
2130,3
2131,0
2132,4
2133,1
2134,2
2135,2
2136,1
2137,0
2138,3
2139,4
2140,0
2141,4
2142,3
2143,0
2144,4
2145,1
2146,4
2147,2
2148,0
2149,3
2150,4
2151,3
2152,2
2153,1
2154,0
2155,3
2156,0
2157,1
2158,2
2159,4
2160,2
2161,4
2162,1
2163,0
2164,3
2165,2
2166,0
2167,3
2168,4
2169,4
2170,2
2171,4
2172,0
2173,1
2174,3
2175,2
2176,0
2177,4
2178,1
2179,3
2180,1
2181,3
2182,0
2183,4
2184,2
2185,0
2186,3
2187,2
2188,4
2189,1
2190,4
2191,3
2192,0
2193,2
2194,1
2195,4
2196,2
2197,0
2198,3
2199,1
2200,3
2201,0
2202,4
2203,2
2204,1
2205,3
2206,4
2207,0
2208,2
2209,1
2210,0
2211,3
2212,1
2213,4
2214,2
2215,3
2216,4
2217,0
2218,1
2219,2
2220,0
2221,2
2222,1
2223,3
2224,4
2225,2
2226,1
2227,0
2228,4
2229,3
2230,3
2231,0
2232,2
2233,4
2234,1
2235,1
2236,3
2237,2
2238,4
2239,0
2240,3
2241,4
2242,0
2243,2
2244,4
2245,1
2246,3
2247,0
2248,2
2249,4
2250,1
2251,3
2252,4
2253,4
2254,2
2255,1
2256,0
2257,4
2258,1
2259,2
2260,0
2261,4
2262,1
2263,3
2264,4
2265,4
2266,1
2267,3
2268,0
2269,2
2270,4
2271,4
2272,1
2273,2
2274,1
2275,4
2276,3
2277,2
2278,4
2279,1
2280,3
2281,2
2282,4
2283,0
2284,1
2285,2
2286,0
2287,3
2288,1
2289,0
2290,3
2291,1
2292,4
2293,2
2294,0
2295,2
2296,1
2297,3
2298,0
2299,4
2300,1
2301,4
2302,2
2303,3
2304,0
2305,3
2306,4
2307,2
2308,1
2309,0
2310,0
2311,4
2312,3
2313,2
2314,1
2315,0
2316,2
2317,4
2318,1
2319,3
2320,1
2321,2
2322,0
2323,0
2324,0
2325,2
2326,0
2327,3
2328,1
2329,4
2330,2
2331,1
2332,4
2333,3
2334,0
2335,3
2336,2
2337,4
2338,1
2339,0
2340,2
2341,0
2342,3
2343,4
2344,1
2345,4
2346,0
2347,3
2348,2
2349,1
2350,4
2351,3
2352,2
2353,1
2354,0
2355,3
2356,1
2357,4
2358,2
2359,0
2360,3
2361,2
2362,0
2363,4
2364,1
2365,4
2366,3
2367,2
2368,0
2369,3
2370,1
2371,2
2372,4
2373,3
2374,0
2375,1
2376,4
2377,2
2378,3
2379,0
2380,3
2381,4
2382,1
2383,2
2384,0
2385,3
2386,0
2387,0
2388,4
2389,1
2390,3
2391,2
2392,0
2393,0
2394,1
2395,3
2396,4
2397,2
2398,1
2399,0
2400,1
2401,2
2402,3
2403,4
2404,4
2405,4
2406,1
2407,0
2408,2
2409,3
2410,3
2411,1
2412,4
2413,0
2414,2
2415,4
2416,3
2417,0
2418,1
2419,2
2420,2
2421,0
2422,4
2423,3
2424,1
2425,3
2426,0
2427,1
2428,4
2429,2
2430,2
2431,1
2432,4
2433,3
2434,0
2435,2
2436,1
2437,0
2438,4
2439,3
2440,3
2441,4
2442,0
2443,2
2444,1
2445,1
2446,3
2447,1
2448,2
2449,4
2450,1
2451,0
2452,4
2453,3
2454,2
2455,2
2456,1
2457,3
2458,4
2459,0
2460,1
2461,4
2462,0
2463,3
2464,2
2465,3
2466,4
2467,0
2468,2
2469,1
2470,4
2471,0
2472,2
2473,3
2474,4
2475,0
2476,2
2477,4
2478,1
2479,3
2480,0
2481,2
2482,1
2483,4
2484,3
2485,1
2486,4
2487,4
2488,2
2489,0
2490,1
2491,2
2492,3
2493,1
2494,4
2495,3
2496,4
2497,1
2498,0
2499,2
2500,0
2501,0
2502,2
2503,4
2504,3
2505,2
2506,4
2507,1
2508,3
2509,0
2510,4
2511,2
2512,0
2513,1
2514,3
2515,4
2516,2
2517,1
2518,0
2519,2
2520,0
2521,2
2522,3
2523,1
2524,4
2525,0
2526,3
2527,2
2528,4
2529,1
2530,0
2531,4
2532,2
2533,1
2534,3
2535,3
2536,2
2537,1
2538,0
2539,4
2540,2
2541,3
2542,1
2543,0
2544,4
2545,1
2546,0
2547,2
2548,4
2549,3
2550,1
2551,4
2552,0
2553,2
2554,3
2555,1
2556,4
2557,2
2558,3
2559,0
2560,4
2561,1
2562,2
2563,0
2564,3
2565,2
2566,1
2567,4
2568,0
2569,3
2570,4
2571,0
2572,2
2573,1
2574,1
2575,0
2576,1
2577,0
2578,4
2579,2
2580,3
2581,2
2582,1
2583,0
2584,4
2585,4
2586,1
2587,2
2588,3
2589,0
2590,0
2591,3
2592,4
2593,2
2594,1
2595,4
2596,1
2597,0
2598,3
2599,2
2600,0
2601,4
2602,3
2603,2
2604,1
2605,3
2606,4
2607,1
2608,0
2609,1
2610,1
2611,1
2612,0
2613,2
2614,4
2615,4
2616,3
2617,0
2618,4
2619,2
2620,4
2621,0
2622,3
2623,1
2624,2
2625,1
2626,2
2627,4
2628,1
2629,3
2630,0
2631,1
2632,0
2633,3
2634,4
2635,1
2636,4
2637,0
2638,2
2639,3
2640,1
2641,0
2642,2
2643,3
2644,4
2645,2
2646,3
2647,3
2648,4
2649,1
2650,4
2651,2
2652,3
2653,1
2654,0
2655,1
2656,4
2657,0
2658,3
2659,2
2660,4
2661,2
2662,0
2663,1
2664,3
2665,4
2666,1
2667,0
2668,3
2669,2
2670,2
2671,4
2672,0
2673,1
2674,3
2675,2
2676,3
2677,3
2678,0
2679,1
2680,4
2681,2
2682,0
2683,1
2684,3
2685,0
2686,3
2687,4
2688,2
2689,1
2690,1
2691,4
2692,3
2693,2
2694,0
2695,1
2696,2
2697,0
2698,3
2699,4
2700,0
2701,3
2702,2
2703,1
2704,4
2705,1
2706,4
2707,3
2708,0
2709,3
2710,0
2711,2
2712,1
2713,4
2714,3
2715,4
2716,3
2717,0
2718,0
2719,2
2720,4
2721,2
2722,0
2723,1
2724,3
2725,3
2726,1
2727,2
2728,0
2729,4
2730,1
2731,4
2732,3
2733,0
2734,0
2735,0
2736,4
2737,3
2738,2
2739,1
2740,3
2741,1
2742,2
2743,4
2744,0
2745,1
2746,4
2747,3
2748,0
2749,2
2750,2
2751,0
2752,4
2753,1
2754,3
2755,4
2756,3
2757,1
2758,2
2759,0
2760,3
2761,2
2762,4
2763,1
2764,0
2765,4
2766,2
2767,0
2768,3
2769,1
2770,2
2771,4
2772,0
2773,0
2774,3
2775,2
2776,3
2777,0
2778,1
2779,4
2780,1
2781,3
2782,4
2783,2
2784,0
2785,0
2786,1
2787,4
2788,3
2789,3
2790,2
2791,4
2792,1
2793,3
2794,0
2795,3
2796,1
2797,0
2798,2
2799,4
2800,0
2801,1
2802,2
2803,1
2804,3
2805,1
2806,4
2807,2
2808,3
2809,0
2810,0
2811,2
2812,3
2813,4
2814,1
2815,1
2816,1
2817,0
2818,4
2819,2
2820,4
2821,1
2822,4
2823,3
2824,0
2825,2
2826,0
2827,3
2828,1
2829,4
2830,4
2831,0
2832,1
2833,2
2834,3
2835,2
2836,1
2837,4
2838,0
2839,3
2840,4
2841,3
2842,0
2843,2
2844,1
2845,1
2846,4
2847,0
2848,2
2849,3
2850,1
2851,4
2852,0
2853,3
2854,2
2855,0
2856,3
2857,4
2858,1
2859,2
2860,4
2861,3
2862,1
2863,0
2864,2
2865,4
2866,0
2867,1
2868,3
2869,2
2870,2
2871,1
2872,4
2873,3
2874,0
2875,0
2876,3
2877,1
2878,4
2879,2
2880,1
2881,3
2882,4
2883,4
2884,0
2885,2
2886,0
2887,0
2888,3
2889,4
2890,1
2891,2
2892,3
2893,0
2894,4
2895,2
2896,0
2897,4
2898,1
2899,3
2900,3
2901,4
2902,0
2903,4
2904,1
2905,3
2906,1
2907,2
2908,4
2909,0
2910,3
2911,2
2912,1
2913,0
2914,4
2915,1
2916,0
2917,4
2918,2
2919,2
2920,0
2921,2
2922,4
2923,3
2924,1
2925,3
2926,1
2927,4
2928,0
2929,2
2930,3
2931,1
2932,4
2933,2
2934,0
2935,2
2936,0
2937,4
2938,1
2939,3
2940,3
2941,0
2942,2
2943,4
2944,1
2945,4
2946,3
2947,1
2948,0
2949,2
2950,1
2951,0
2952,4
2953,2
2954,3
2955,3
2956,0
2957,4
2958,1
2959,2
2960,4
2961,0
2962,1
2963,0
2964,3
2965,2
2966,1
2967,3
2968,0
2969,4
2970,0
2971,1
2972,3
2973,2
2974,4
2975,2
2976,1
2977,4
2978,3
2979,0
2980,2
2981,3
2982,4
2983,4
2984,0
2985,0
2986,0
2987,2
2988,1
2989,3
2990,4
2991,3
2992,0
2993,1
2994,2
2995,4
2996,3
2997,0
