Id,Category
954,3
955,3
956,10
957,4
958,5
959,0
960,2
961,8
962,1
963,0
964,1
965,8
966,6
967,7
968,7
969,7
970,8
971,7
972,8
973,8
974,1
975,6
976,3
977,10
978,10
979,1
980,2
981,3
982,1
983,3
984,7
985,8
986,0
987,9
988,7
989,6
990,3
991,7
992,1
993,1
994,6
995,8
996,7
997,0
998,6
999,7
1000,9
1001,2
1002,10
1003,1
1004,0
1005,3
1006,3
1007,0
1008,0
1009,9
1010,8
1011,7
1012,3
1013,4
1014,0
1015,9
1016,5
1017,7
1018,6
1019,7
1020,8
1021,9
1022,8
1023,1
1024,3
1025,8
1026,1
1027,3
1028,3
1029,4
1030,6
1031,3
1032,9
1033,4
1034,5
1035,6
1036,10
1037,0
1038,9
1039,2
1040,1
1041,4
1042,0
1043,10
1044,7
1045,8
1046,5
1047,1
1048,3
1049,2
1050,4
1051,1
1052,7
1053,4
1054,3
1055,8
1056,3
1057,1
1058,3
1059,1
1060,3
1061,6
1062,0
1063,7
1064,4
1065,7
1066,0
1067,8
1068,3
1069,9
1070,0
1071,3
1072,9
1073,3
1074,1
1075,3
1076,1
1077,4
1078,1
1079,0
1080,7
1081,2
1082,9
1083,7
1084,10
1085,1
1086,3
1087,3
1088,5
1089,8
1090,4
1091,10
1092,1
1093,0
1094,10
1095,0
1096,9
1097,9
1098,6
1099,9
1100,1
1101,2
1102,7
1103,2
1104,9
1105,6
1106,0
1107,0
1108,3
1109,9
1110,0
1111,7
1112,8
1113,0
1114,10
1115,1
1116,1
1117,8
1118,0
1119,4
1120,1
1121,1
1122,9
1123,9
1124,0
1125,0
1126,1
1127,7
1128,9
1129,9
1130,8
1131,7
1132,4
1133,6
1134,1
1135,5
1136,6
1137,1
1138,7
1139,3
1140,0
1141,8
1142,10
1143,3
1144,9
1145,2
1146,7
1147,3
1148,6
1149,8
1150,7
1151,6
1152,10
1153,3
1154,3
1155,7
1156,7
1157,3
1158,2
1159,7
1160,3
1161,8
1162,7
1163,7
1164,6
1165,5
1166,3
1167,6
1168,7
1169,9
1170,5
1171,8
1172,7
1173,3
1174,10
1175,10
1176,1
1177,7
1178,0
1179,8
1180,0
1181,10
1182,8
1183,5
1184,2
1185,7
1186,3
1187,7
1188,6
1189,1
1190,10
1191,9
1192,7
1193,0
1194,9
1195,0
1196,1
1197,3
1198,7
1199,6
1200,3
1201,9
1202,9
1203,8
1204,0
1205,3
1206,10
1207,3
1208,9
1209,8
1210,3
1211,3
1212,7
1213,7
1214,6
1215,7
1216,3
1217,0
1218,8
1219,1
1220,3
1221,9
1222,3
1223,10
1224,6
1225,0
1226,0
1227,6
1228,10
1229,7
1230,1
1231,1
1232,7
1233,10
1234,1
1235,10
1236,1
1237,1
1238,3
1239,1
1240,6
1241,3
1242,3
1243,5
1244,7
1245,0
1246,1
1247,3
1248,0
1249,3
1250,9
1251,4
1252,6
1253,2
1254,6
1255,9
1256,3
1257,2
1258,1
1259,10
1260,1
1261,10
1262,1
1263,0
1264,0
1265,1
1266,9
1267,1
1268,10
1269,6
1270,1
1271,7
1272,9
1273,0
1274,1
1275,9
1276,7
1277,8
1278,9
1279,1
1280,3
1281,7
1282,9
1283,7
1284,1
1285,2
1286,6
1287,3
1288,1
1289,8
1290,1
1291,0
1292,1
1293,7
1294,9
1295,9
1296,1
1297,3
1298,10
1299,7
1300,0
1301,0
1302,8
1303,10
1304,7
1305,9
1306,3
1307,0
1308,1
1309,3
1310,9
1311,1
1312,6
1313,10
1314,7
1315,1
1316,0
1317,3
1318,7
1319,1
1320,1
1321,9
1322,1
1323,6
1324,9
1325,3
1326,5
1327,6
1328,1
1329,7
1330,0
1331,0
1332,6
1333,3
1334,1
1335,5
1336,0
1337,4
1338,1
1339,1
1340,2
1341,1
1342,10
1343,10
1344,0
1345,1
1346,3
1347,9
1348,9
1349,1
1350,5
1351,8
1352,1
1353,6
1354,0
1355,7
1356,3
1357,3
1358,9
1359,10
1360,3
1361,5
1362,9
1363,3
1364,1
1365,9
1366,3
1367,5
1368,10
1369,1
1370,10
1371,9
1372,7
1373,10
1374,1
1375,7
1376,1
1377,7
1378,1
1379,8
1380,6
1381,5
1382,6
1383,6
1384,0
1385,3
1386,4
1387,9
1388,9
1389,10
1390,0
1391,0
1392,7
1393,0
1394,7
1395,8
1396,7
1397,4
1398,0
1399,3
1400,7
1401,9
1402,1
1403,6
1404,9
1405,7
1406,7
1407,9
1408,3
1409,2
1410,9
1411,1
1412,6
1413,7
1414,9
1415,3
1416,10
1417,8
1418,6
1419,2
1420,0
1421,6
1422,10
1423,3
1424,9
1425,7
1426,5
1427,1
1428,0
1429,7
1430,8
1431,1
1432,2
1433,3
1434,0
1435,7
1436,6
1437,7
1438,3
1439,8
1440,1
1441,8
1442,10
1443,9
1444,1
1445,6
1446,7
1447,7
1448,7
1449,8
1450,1
1451,9
1452,7
1453,4
1454,9
1455,8
1456,1
1457,6
1458,3
1459,9
1460,7
1461,10
1462,10
1463,10
1464,9
1465,0
1466,0
1467,5
1468,3
1469,1
1470,5
1471,7
1472,2
1473,7
1474,6
1475,7
1476,10
1477,6
1478,3
1479,1
1480,7
1481,9
1482,1
1483,0
1484,9
1485,10
1486,4
1487,0
1488,7
1489,6
1490,4
1491,1
1492,10
1493,0
1494,9
1495,0
1496,0
1497,7
1498,3
1499,3
1500,9
1501,8
1502,2
1503,6
1504,7
1505,0
1506,3
1507,1
1508,3
1509,3
1510,1
1511,8
1512,1
1513,0
1514,8
1515,7
1516,1
1517,7
1518,7
1519,1
1520,8
1521,3
1522,6
1523,2
1524,6
1525,7
1526,4
1527,7
1528,6
1529,1
1530,0
1531,2
1532,1
1533,3
1534,8
1535,8
1536,0
1537,7
1538,1
1539,0
1540,6
1541,10
1542,6
1543,1
1544,3
1545,7
1546,9
1547,3
1548,5
1549,2
1550,1
1551,0
1552,3
1553,3
1554,7
1555,10
1556,0
1557,0
1558,6
1559,1
1560,7
1561,1
1562,3
1563,1
1564,0
1565,7
1566,8
1567,2
1568,1
1569,7
1570,9
1571,0
1572,7
1573,3
1574,9
1575,8
1576,9
1577,7
1578,5
1579,8
1580,3
1581,9
1582,9
1583,6
1584,10
1585,3
1586,10
1587,3
1588,9
1589,0
1590,0
1591,7
1592,3
1593,7
1594,8
1595,8
1596,8
1597,2
1598,7
1599,9
1600,10
1601,2
1602,7
1603,5
1604,7
1605,7
1606,9
1607,0
1608,8
1609,8
1610,10
1611,7
1612,9
1613,6
1614,1
1615,8
1616,8
1617,9
1618,8
1619,2
1620,8
1621,5
1622,3
1623,0
1624,6
1625,10
1626,6
1627,10
1628,7
1629,1
1630,3
1631,0
1632,1
1633,8
1634,9
1635,6
1636,0
1637,1
1638,3
1639,5
1640,6
1641,10
1642,1
1643,0
1644,7
1645,7
1646,5
1647,2
1648,3
1649,10
1650,1
1651,7
1652,0
1653,10
1654,3
1655,8
1656,8
1657,3
1658,0
1659,10
1660,5
1661,0
1662,2
1663,3
1664,7
1665,8
1666,7
1667,1
1668,3
1669,8
1670,6
1671,9
1672,3
1673,10
1674,7
1675,8
1676,7
1677,3
1678,1
1679,10
1680,1
1681,8
1682,10
1683,5
1684,2
1685,1
1686,0
1687,2
1688,0
1689,8
1690,9
1691,6
1692,8
1693,1
1694,1
1695,1
1696,9
1697,6
1698,9
1699,6
1700,3
1701,10
1702,3
1703,7
1704,6
1705,0
1706,7
1707,2
1708,10
1709,9
1710,3
1711,6
1712,8
1713,1
1714,7
1715,1
1716,6
1717,10
1718,8
1719,3
1720,6
1721,9
1722,7
1723,0
1724,9
1725,10
1726,2
1727,10
1728,1
1729,6
1730,7
1731,7
1732,1
1733,1
1734,7
1735,5
1736,0
1737,8
1738,4
1739,7
1740,3
1741,5
1742,7
1743,4
1744,8
1745,9
1746,9
1747,3
1748,6
1749,7
1750,4
1751,4
1752,7
1753,7
1754,1
1755,10
1756,6
1757,4
1758,3
1759,0
1760,6
1761,0
1762,1
1763,5
1764,9
1765,8
1766,1
1767,6
1768,8
1769,0
1770,6
1771,3
1772,10
1773,7
1774,0
1775,0
1776,10
1777,4
1778,10
1779,3
1780,9
1781,3
1782,2
1783,5
1784,5
1785,3
1786,7
1787,10
1788,7
1789,3
1790,1
1791,1
1792,0
1793,9
1794,1
1795,7
1796,10
1797,1
1798,1
1799,3
1800,3
1801,1
1802,7
1803,5
1804,4
1805,6
1806,9
1807,7
1808,10
1809,10
1810,3
1811,1
1812,7
1813,5
1814,1
1815,9
1816,5
1817,6
1818,7
1819,5
1820,6
1821,6
1822,6
1823,1
1824,7
1825,10
1826,3
1827,6
1828,3
1829,9
1830,1
1831,0
1832,7
1833,9
1834,6
1835,10
1836,6
1837,0
1838,6
1839,5
1840,0
1841,7
1842,1
1843,0
1844,10
1845,9
1846,7
1847,3
1848,0
1849,1
1850,8
1851,3
1852,0
1853,5
1854,10
1855,1
1856,3
1857,7
1858,9
1859,7
1860,7
1861,3
1862,9
1863,7
1864,7
1865,0
1866,7
1867,6
1868,10
1869,9
1870,1
1871,6
1872,2
1873,9
1874,10
1875,3
1876,8
1877,7
1878,9
1879,1
1880,2
1881,7
1882,0
1883,5
1884,3
1885,3
1886,7
1887,6
1888,10
1889,0
1890,6
1891,10
1892,0
1893,8
1894,4
1895,9
1896,2
1897,3
1898,8
1899,8
1900,5
1901,7
1902,9
1903,0
1904,6
1905,7
1906,6
1907,4
1908,7
1909,3
1910,6
1911,8
1912,10
1913,3
1914,6
1915,0
1916,0
1917,3
1918,9
1919,9
1920,3
1921,6
1922,6
1923,7
1924,3
1925,4
1926,2
1927,9
1928,3
1929,7
1930,10
1931,1
1932,7
1933,0
1934,3
1935,5
1936,0
1937,6
1938,6
1939,7
1940,6
1941,8
1942,8
1943,9
1944,3
1945,8
1946,6
1947,3
1948,1
1949,1
1950,5
1951,6
1952,3
1953,10
1954,10
1955,9
1956,0
1957,7
1958,5
1959,2
1960,2
1961,3
1962,1
1963,1
1964,8
1965,9
1966,1
1967,1
1968,4
1969,7
1970,5
1971,1
1972,10
1973,3
1974,6
1975,1
1976,0
1977,1
1978,8
1979,8
1980,8
1981,8
1982,6
1983,3
1984,10
1985,7
1986,1
1987,9
1988,1
1989,9
1990,0
1991,9
1992,7
1993,1
1994,2
1995,0
1996,7
1997,2
1998,4
1999,7
2000,10
2001,9
2002,5
2003,1
2004,1
2005,9
2006,4
2007,1
2008,10
2009,10
2010,3
2011,8
2012,2
2013,9
2014,7
2015,3
2016,8
2017,3
2018,6
2019,1
2020,2
2021,6
2022,3
2023,5
2024,9
2025,0
2026,7
2027,9
2028,9
2029,10
2030,8
2031,3
2032,8
2033,6
2034,0
2035,9
2036,2
2037,1
2038,2
2039,8
2040,7
2041,0
2042,3
2043,3
2044,3
2045,7
2046,9
2047,9
2048,10
2049,8
2050,2
2051,9
2052,8
2053,5
2054,1
2055,1
2056,1
2057,5
2058,3
2059,6
2060,8
2061,0
2062,0
2063,1
2064,1
2065,2
2066,1
2067,10
2068,5
2069,7
2070,2
2071,1
2072,10
2073,6
2074,0
2075,7
2076,9
2077,9
2078,10
2079,7
2080,7
2081,0
2082,6
2083,9
2084,1
2085,7
2086,0
2087,6
2088,6
2089,5
2090,6
2091,0
2092,6
2093,1
2094,3
2095,2
2096,8
2097,6
2098,10
2099,0
2100,4
2101,10
2102,1
2103,2
2104,1
2105,10
2106,6
2107,3
2108,1
2109,0
2110,10
2111,0
2112,9
2113,3
2114,7
2115,8
2116,0
2117,1
2118,7
2119,7
2120,6
2121,7
2122,0
2123,10
2124,7
2125,6
2126,3
2127,0
2128,8
2129,0
2130,3
2131,1
2132,3
2133,8
2134,2
2135,3
2136,10
2137,9
2138,0
2139,7
2140,0
2141,1
2142,6
2143,9
2144,7
2145,0
2146,2
2147,1
2148,10
2149,10
2150,3
2151,1
2152,5
2153,1
2154,1
2155,0
2156,1
2157,7
2158,3
2159,3
2160,9
2161,10
2162,2
2163,10
2164,6
2165,8
2166,9
2167,4
2168,0
2169,6
2170,1
2171,7
2172,9
2173,1
2174,9
2175,10
2176,6
2177,7
2178,10
2179,9
2180,10
2181,7
2182,0
2183,3
2184,3
2185,4
2186,7
2187,5
2188,1
2189,7
2190,1
2191,10
2192,1
2193,10
2194,9
2195,3
2196,1
2197,3
2198,8
2199,0
2200,1
2201,6
2202,8
2203,1
2204,1
2205,7
2206,4
2207,1
2208,6
2209,1
2210,1
2211,2
2212,0
2213,7
2214,1
2215,2
2216,8
2217,1
2218,6
2219,5
2220,7
2221,5
2222,0
2223,3
2224,5
2225,3
2226,10
2227,7
2228,9
2229,0
2230,0
2231,9
2232,10
2233,3
2234,8
2235,1
2236,1
2237,1
2238,6
2239,10
2240,7
2241,7
2242,9
2243,7
2244,9
2245,7
2246,7
2247,7
2248,1
2249,2
2250,8
2251,0
2252,1
2253,1
2254,6
2255,7
2256,9
2257,2
2258,3
2259,9
2260,5
2261,6
2262,7
2263,5
2264,7
2265,10
2266,9
2267,9
2268,10
2269,9
2270,7
2271,6
2272,6
2273,9
2274,3
2275,7
2276,8
2277,7
2278,10
2279,1
2280,3
2281,10
2282,7
2283,0
2284,1
2285,3
2286,0
2287,10
2288,7
2289,8
2290,7
2291,7
2292,3
2293,1
2294,0
2295,4
2296,9
2297,3
2298,7
2299,5
2300,1
2301,1
2302,6
2303,2
2304,9
2305,7
2306,9
2307,1
2308,10
2309,7
2310,0
2311,5
2312,6
2313,3
2314,2
2315,1
2316,3
2317,1
2318,5
2319,0
2320,2
2321,1
2322,7
2323,0
2324,7
2325,10
2326,0
2327,10
2328,2
2329,9
2330,6
2331,0
2332,10
2333,2
2334,4
2335,9
2336,3
2337,3
2338,1
2339,7
2340,3
2341,9
2342,1
2343,3
2344,0
2345,10
2346,1
2347,1
2348,8
2349,7
2350,1
2351,10
2352,1
2353,4
2354,7
2355,7
2356,1
2357,0
2358,7
2359,10
2360,3
2361,9
2362,8
2363,0
2364,1
2365,0
2366,2
2367,7
2368,8
2369,1
2370,1
2371,10
2372,1
2373,9
2374,8
2375,2
2376,9
2377,7
2378,7
2379,3
2380,4
2381,10
2382,8
2383,10
2384,9
2385,10
2386,10
2387,7
2388,1
2389,3
2390,8
2391,3
2392,4
2393,1
2394,8
2395,3
2396,4
2397,7
2398,7
2399,2
2400,7
2401,9
2402,7
2403,1
2404,7
2405,5
2406,1
2407,1
2408,7
2409,1
2410,2
2411,8
2412,10
2413,3
2414,6
2415,3
2416,2
2417,8
2418,5
2419,10
2420,9
2421,9
2422,6
2423,9
2424,9
2425,8
2426,7
2427,2
2428,10
2429,5
2430,2
2431,9
2432,7
2433,10
2434,7
2435,1
2436,6
2437,0
2438,0
2439,6
2440,1
2441,7
2442,0
2443,5
2444,1
2445,6
2446,3
2447,1
2448,1
2449,10
2450,3
2451,10
2452,1
2453,8
2454,1
2455,10
2456,6
2457,1
2458,0
2459,3
2460,5
2461,2
2462,7
2463,1
2464,7
2465,10
2466,5
2467,1
2468,7
2469,10
2470,7
2471,10
2472,0
2473,3
2474,1
2475,0
2476,4
2477,9
2478,5
2479,4
2480,0
2481,5
2482,3
2483,7
2484,3
2485,7
2486,1
2487,6
2488,0
2489,5
2490,10
2491,7
2492,0
2493,3
2494,3
2495,1
2496,9
2497,2
2498,3
2499,7
2500,8
2501,10
2502,3
2503,7
2504,1
2505,2
2506,3
2507,0
2508,5
2509,5
2510,6
2511,9
2512,3
2513,3
2514,3
2515,6
2516,1
2517,7
2518,7
2519,4
2520,10
2521,6
2522,6
2523,9
2524,7
2525,9
2526,8
2527,9
2528,9
2529,0
2530,10
2531,10
2532,9
2533,8
2534,9
2535,1
2536,7
2537,8
2538,1
2539,6
2540,0
2541,0
2542,5
2543,8
2544,3
2545,2
2546,7
2547,3
2548,9
2549,8
2550,0
2551,5
2552,3
2553,7
2554,7
2555,7
2556,10
2557,1
2558,10
2559,0
2560,7
2561,1
2562,7
2563,9
2564,10
2565,3
2566,3
2567,7
2568,1
2569,7
2570,9
2571,9
2572,3
2573,0
2574,1
2575,6
2576,3
2577,1
2578,3
2579,9
2580,0
2581,6
2582,1
2583,10
2584,1
2585,8
2586,7
2587,3
2588,8
2589,6
2590,3
2591,7
2592,9
2593,2
2594,2
2595,9
2596,0
2597,5
2598,2
2599,3
2600,9
2601,7
2602,7
2603,0
2604,0
2605,10
2606,7
2607,6
2608,7
2609,6
2610,10
2611,8
2612,3
2613,8
2614,7
2615,1
2616,2
2617,0
2618,7
2619,9
2620,8
2621,0
2622,9
2623,3
2624,8
2625,0
2626,4
2627,6
2628,3
2629,6
2630,9
2631,3
2632,3
2633,6
2634,8
2635,0
2636,10
2637,7
2638,8
2639,4
2640,1
2641,6
2642,3
2643,8
2644,10
2645,6
2646,1
2647,1
2648,6
2649,7
2650,2
2651,6
2652,7
2653,1
2654,6
2655,6
2656,3
2657,7
2658,2
2659,0
2660,3
2661,4
2662,1
2663,9
2664,7
2665,2
2666,0
2667,1
2668,7
2669,9
2670,3
2671,10
2672,6
2673,10
2674,5
2675,10
2676,3
2677,10
2678,1
2679,6
2680,7
2681,2
2682,10
2683,3
2684,7
2685,5
2686,10
2687,1
2688,5
2689,10
2690,3
2691,1
2692,7
2693,6
2694,0
2695,10
2696,9
2697,1
2698,3
2699,9
2700,0
2701,7
2702,7
2703,0
2704,9
2705,8
2706,8
2707,6
2708,9
2709,4
2710,1
2711,3
2712,10
2713,0
2714,8
2715,1
2716,3
2717,0
2718,9
2719,6
2720,8
2721,9
2722,7
2723,0
2724,7
2725,0
2726,0
2727,2
2728,7
2729,3
2730,4
2731,1
2732,9
2733,9
2734,3
2735,9
2736,7
2737,9
2738,10
2739,7
2740,7
2741,9
2742,3
2743,8
2744,10
2745,10
2746,8
2747,0
2748,8
2749,7
2750,3
2751,7
2752,3
2753,3
2754,7
2755,3
2756,2
2757,8
2758,1
2759,0
2760,1
2761,3
2762,10
2763,7
2764,6
2765,3
2766,1
2767,0
2768,8
2769,3
2770,9
2771,0
2772,1
2773,3
2774,3
2775,1
2776,8
2777,4
2778,6
2779,2
2780,5
2781,3
2782,8
2783,6
2784,8
2785,1
2786,7
2787,9
2788,7
2789,7
2790,8
2791,9
2792,0
2793,10
2794,7
2795,10
2796,8
2797,1
2798,7
2799,0
2800,10
2801,0
2802,7
2803,7
2804,6
2805,0
2806,9
2807,8
2808,10
2809,3
2810,1
2811,7
2812,8
2813,10
2814,9
2815,7
2816,10
2817,3
2818,9
2819,1
2820,9
2821,0
2822,0
2823,6
2824,0
2825,0
2826,1
2827,6
2828,3
2829,6
2830,5
2831,3
2832,5
2833,3
2834,0
2835,1
2836,0
2837,6
2838,0
2839,6
2840,9
2841,9
2842,8
2843,7
2844,0
2845,3
2846,6
2847,8
2848,8
2849,7
2850,10
2851,3
2852,9
2853,8
2854,7
2855,7
2856,4
2857,0
2858,8
2859,7
2860,6
2861,1
2862,0
2863,2
2864,3
2865,8
2866,1
2867,1
2868,0
2869,5
2870,8
2871,3
2872,0
2873,6
2874,2
2875,0
2876,1
2877,8
2878,8
2879,7
2880,3
2881,7
2882,0
2883,0
2884,0
2885,6
2886,0
2887,6
2888,8
2889,7
2890,4
2891,0
2892,9
2893,10
2894,6
2895,1
2896,0
2897,9
2898,3
2899,1
2900,1
2901,3
2902,10
2903,5
2904,1
2905,10
2906,6
2907,3
2908,1
2909,5
2910,7
2911,8
2912,3
2913,9
2914,3
2915,1
2916,8
2917,4
2918,9
2919,9
2920,4
2921,10
2922,9
2923,7
2924,1
2925,3
2926,2
2927,3
2928,3
2929,2
2930,7
2931,2
2932,1
2933,7
2934,0
2935,9
2936,6
2937,2
2938,6
2939,3
2940,2
2941,7
2942,6
2943,9
2944,3
2945,2
2946,4
2947,9
2948,6
2949,6
2950,0
2951,5
2952,9
2953,7
2954,10
2955,3
2956,7
2957,5
2958,0
2959,3
2960,1
2961,9
2962,6
2963,7
2964,1
2965,10
2966,1
2967,2
2968,1
2969,1
2970,10
2971,0
2972,3
2973,10
2974,0
2975,7
2976,10
2977,3
2978,7
2979,5
2980,7
2981,10
2982,9
2983,4
2984,7
2985,0
2986,7
2987,9
2988,5
2989,5
2990,0
2991,1
2992,4
2993,1
2994,7
2995,1
2996,3
