Id,Category
2252,1
2253,1
2254,6
2255,1
2256,9
2257,2
2258,3
2259,9
2260,5
2261,6
2262,7
2263,5
2264,7
2265,10
2266,9
2267,9
2268,10
2269,9
2270,6
2271,6
2272,6
2273,9
2274,3
2275,7
2276,8
2277,7
2278,10
2279,1
2280,3
2281,10
2282,3
2283,6
2284,1
2285,3
2286,0
2287,10
2288,7
2289,8
2290,7
2291,7
2292,3
2293,1
2294,0
2295,4
2296,0
2297,3
2298,2
2299,5
2300,1
2301,1
2302,6
2303,2
2304,9
2305,7
2306,0
2307,1
2308,8
2309,7
2310,0
2311,5
2312,9
2313,3
2314,2
2315,1
2316,3
2317,1
2318,5
2319,0
2320,2
2321,1
2322,7
2323,0
2324,2
2325,10
2326,9
2327,3
2328,2
2329,9
2330,10
2331,0
2332,10
2333,2
2334,4
2335,9
2336,3
2337,3
2338,1
2339,7
2340,3
2341,9
2342,1
2343,3
2344,9
2345,10
2346,1
2347,1
2348,8
2349,7
2350,1
2351,10
2352,1
2353,4
2354,7
2355,7
2356,1
2357,0
2358,7
2359,3
2360,3
2361,9
2362,8
2363,0
2364,1
2365,0
2366,2
2367,7
2368,8
2369,1
2370,1
2371,10
2372,1
2373,9
2374,8
2375,2
2376,0
2377,7
2378,7
2379,3
2380,4
2381,10
2382,8
2383,10
2384,9
2385,10
2386,10
2387,7
2388,1
2389,3
2390,8
2391,3
2392,4
2393,7
2394,8
2395,3
2396,4
2397,7
2398,7
2399,2
2400,7
2401,9
2402,7
2403,1
2404,7
2405,5
2406,1
2407,1
2408,7
2409,1
2410,2
2411,8
2412,10
2413,3
2414,6
2415,7
2416,2
2417,8
2418,5
2419,10
2420,9
2421,7
2422,7
2423,3
2424,3
2425,8
2426,7
2427,2
2428,10
2429,5
2430,2
2431,3
2432,7
2433,9
2434,7
2435,1
2436,6
2437,10
2438,0
2439,6
2440,1
2441,7
2442,0
2443,5
2444,1
2445,6
2446,3
2447,1
2448,1
2449,10
2450,3
2451,10
2452,1
2453,8
2454,1
2455,3
2456,6
2457,1
2458,0
2459,3
2460,5
2461,2
2462,7
2463,1
2464,7
2465,10
2466,5
2467,1
2468,7
2469,10
2470,7
2471,10
2472,0
2473,3
2474,1
2475,0
2476,4
2477,9
2478,5
2479,4
2480,0
2481,5
2482,3
2483,7
2484,3
2485,7
2486,1
2487,6
2488,0
2489,5
2490,10
2491,7
2492,0
2493,3
2494,3
2495,1
2496,9
2497,10
2498,3
2499,7
2500,8
2501,0
2502,3
2503,7
2504,1
2505,2
2506,3
2507,0
2508,5
2509,5
2510,6
2511,9
2512,3
2513,3
2514,3
2515,6
2516,1
2517,7
2518,2
2519,4
2520,10
2521,6
2522,9
2523,9
2524,7
2525,9
2526,8
2527,3
2528,9
2529,0
2530,10
2531,10
2532,9
2533,8
2534,9
2535,1
2536,7
2537,8
2538,1
2539,6
2540,0
2541,0
2542,5
2543,8
2544,3
2545,2
2546,7
2547,3
2548,9
2549,8
2550,0
2551,5
2552,3
2553,7
2554,7
2555,7
2556,10
2557,1
2558,10
2559,6
2560,4
2561,1
2562,7
2563,9
2564,10
2565,3
2566,3
2567,7
2568,1
2569,7
2570,9
2571,9
2572,3
2573,0
2574,1
2575,6
2576,3
2577,1
2578,3
2579,9
2580,0
2581,6
2582,1
2583,1
2584,1
2585,8
2586,7
2587,3
2588,8
2589,6
2590,3
2591,7
2592,9
2593,2
2594,2
2595,9
2596,0
2597,5
2598,7
2599,3
2600,9
2601,7
2602,3
2603,0
2604,0
2605,10
2606,7
2607,6
2608,7
2609,6
2610,10
2611,8
2612,3
2613,8
2614,7
2615,1
2616,7
2617,7
2618,7
2619,9
2620,8
2621,0
2622,9
2623,3
2624,8
2625,0
2626,4
2627,6
2628,3
2629,6
2630,7
2631,3
2632,3
2633,6
2634,8
2635,0
2636,10
2637,7
2638,8
2639,4
2640,1
2641,6
2642,3
2643,8
2644,10
2645,6
2646,1
2647,1
2648,6
2649,7
2650,2
2651,6
2652,7
2653,1
2654,6
2655,6
2656,3
2657,7
2658,2
2659,0
2660,3
2661,4
2662,1
2663,9
2664,7
2665,10
2666,0
2667,1
2668,2
2669,3
2670,3
2671,10
2672,6
2673,10
2674,5
2675,10
2676,3
2677,10
2678,1
2679,6
2680,7
2681,2
2682,10
2683,3
2684,7
2685,5
2686,10
2687,1
2688,5
2689,10
2690,3
2691,1
2692,7
2693,6
2694,0
2695,6
2696,9
2697,1
2698,3
2699,9
2700,0
2701,7
2702,6
2703,0
2704,9
2705,8
2706,8
2707,6
2708,9
2709,7
2710,1
2711,3
2712,10
2713,0
2714,8
2715,1
2716,3
2717,0
2718,9
2719,6
2720,8
2721,0
2722,7
2723,0
2724,7
2725,0
2726,0
2727,2
2728,7
2729,3
2730,4
2731,1
2732,9
2733,9
2734,3
2735,9
2736,7
2737,7
2738,10
2739,7
2740,7
2741,9
2742,3
2743,8
2744,10
2745,10
2746,8
2747,0
2748,8
2749,7
2750,3
2751,7
2752,3
2753,3
2754,7
2755,3
2756,2
2757,8
2758,1
2759,5
2760,1
2761,3
2762,10
2763,7
2764,6
2765,3
2766,1
2767,0
2768,8
2769,3
2770,9
2771,0
2772,1
2773,3
2774,3
2775,1
2776,8
2777,4
2778,6
2779,2
2780,5
2781,3
2782,8
2783,6
2784,8
2785,1
2786,7
2787,9
2788,7
2789,7
2790,8
2791,9
2792,0
2793,8
2794,7
2795,10
2796,8
